STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag)
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EA20,Euro area – 20 countries (from 2023),2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EA20,Euro area – 20 countries (from 2023),2016,,100.23,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EA20,Euro area – 20 countries (from 2023),2017,,101.77,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EA20,Euro area – 20 countries (from 2023),2018,,103.55,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EA20,Euro area – 20 countries (from 2023),2019,,104.79,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EA20,Euro area – 20 countries (from 2023),2020,,105.05,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EA20,Euro area – 20 countries (from 2023),2021,,107.77,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EA20,Euro area – 20 countries (from 2023),2022,,116.83,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2011,,92.43,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2012,,96.33,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2013,,99.46,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2014,,99.93,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2016,,100.80,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2017,,104.48,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2018,,108.05,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2019,,110.50,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2020,,109.80,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2021,,114.72,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EE,Estonia,2022,,137.03,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2011,,102.36,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2012,,103.42,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2013,,102.54,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2014,,101.11,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2016,,100.02,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2017,,101.15,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2018,,101.94,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2019,,102.46,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2020,,101.17,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2021,,101.75,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EL,Greece,2022,,111.21,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2011,,96.94,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2012,,99.31,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2013,,100.83,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2014,,100.63,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2016,,99.66,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2017,,101.69,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2018,,103.46,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2019,,104.26,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2020,,103.91,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2021,,107.04,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,ES,Spain,2022,,115.95,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2011,,95.69,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2012,,98.19,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2013,,99.49,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2014,,99.89,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2016,,100.18,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2017,,101.74,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2018,,103.57,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2019,,105.04,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2020,,105.76,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2021,,108.82,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,EU27_2020,European Union - 27 countries (from 2020),2022,,118.82,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2011,,93.85,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2012,,96.81,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2013,,98.96,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2014,,100.16,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2016,,100.39,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2017,,101.23,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2018,,102.42,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2019,,103.58,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2020,,103.98,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2021,,106.12,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FI,Finland,2022,,113.74,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2011,,96.20,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2012,,98.33,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2013,,99.31,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2014,,99.91,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2016,,100.31,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2017,,101.47,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2018,,103.60,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2019,,104.95,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2020,,105.50,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2021,,107.68,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,FR,France,2022,,114.04,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2011,,94.59,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2012,,97.76,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2013,,100.04,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2014,,100.26,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2016,,99.37,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2017,,100.67,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2018,,102.23,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2019,,103.04,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2020,,103.06,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2021,,105.82,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HR,Croatia,2022,,117.11,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2011,,92.98,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2012,,98.24,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2013,,99.92,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2014,,99.94,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2015,,100.00,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2016,,100.45,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2017,,102.84,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2018,,105.84,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2019,,109.46,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2020,,113.15,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2021,,119.04,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,HU,Hungary,2022,,137.22,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2011,,97.4,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2012,,99.2,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2013,,99.7,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2014,,100.0,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2015,,100.0,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2016,,99.8,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2017,,100.1,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2018,,100.8,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2019,,101.7,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2020,,101.2,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2021,,103.6,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IE,Ireland,2022,,112.0,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IS,Iceland,2011,,89.46,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IS,Iceland,2012,,94.84,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IS,Iceland,2013,,98.76,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IS,Iceland,2014,,99.74,,,
dataflow,ESTAT:TEC00027(1.0),HICP - all items - annual average indices,A,Annual,INX_A_AVG,Annual average index,CP00,All-items HICP,IS,Iceland,2015,,100.00,,,
